Gene	Gene.name	Level
ENSG00000164815	ORC5	Medium
ENSG00000164808	SPIDR	High
ENSG00000164754	RAD21	High
ENSG00000164751	PEX2	Medium
ENSG00000164746	C7orf57	Medium
ENSG00000164743	C8orf48	Medium
ENSG00000164733	CTSB	High
ENSG00000164707	SLC13A4	Medium
ENSG00000164695	CHMP4C	High
ENSG00000164694	FNDC1	High
ENSG00000164692	COL1A2	Medium
ENSG00000164687	FABP5	Medium
ENSG00000164683	HEY1	High
ENSG00000164654	MIOS	Medium
ENSG00000164649	CDCA7L	High
ENSG00000164627	KIF6	Medium
ENSG00000164615	CAMLG	High
ENSG00000164600	NEUROD6	High
ENSG00000164588	HCN1	Medium
ENSG00000164587	RPS14	High
ENSG00000164576	SAP30L	High
ENSG00000164574	GALNT10	Medium
ENSG00000164530	PI16	Low
ENSG00000164508	H2AC1	High
ENSG00000164506	STXBP5	Medium
ENSG00000164494	PDSS2	Low
ENSG00000164488	DACT2	Medium
ENSG00000164466	SFXN1	High
ENSG00000164442	CITED2	High
ENSG00000164438	TLX3	High
ENSG00000164434	FABP7	High
ENSG00000164430	CGAS	Medium
ENSG00000164418	GRIK2	Medium
ENSG00000164405	UQCRQ	High
ENSG00000164402	SEPTIN8	Medium
ENSG00000164398	ACSL6	Medium
ENSG00000164366	CCDC127	High
ENSG00000164346	NSA2	High
ENSG00000164342	TLR3	Medium
ENSG00000164332	UBLCP1	High
ENSG00000164331	ANKRA2	Low
ENSG00000164327	RICTOR	Medium
ENSG00000164326	CARTPT	High
ENSG00000164308	ERAP2	Low
ENSG00000164307	ERAP1	Medium
ENSG00000164305	CASP3	Low
ENSG00000164303	ENPP6	High
ENSG00000164300	SERINC5	Medium
ENSG00000164294	GPX8	Medium
ENSG00000164291	ARSK	Medium
ENSG00000164284	GRPEL2	High
ENSG00000164270	HTR4	Low
ENSG00000164258	NDUFS4	High
ENSG00000164253	WDR41	Medium
ENSG00000164251	F2RL1	Low
ENSG00000164244	PRRC1	High
ENSG00000164211	STARD4	Medium
ENSG00000164209	SLC25A46	Low
ENSG00000164199	ADGRV1	Low
ENSG00000164197	RNF180	Medium
ENSG00000164190	NIPBL	Medium
ENSG00000164188	RANBP3L	Medium
ENSG00000164187	LMBRD2	High
ENSG00000164182	NDUFAF2	Medium
ENSG00000164181	ELOVL7	High
ENSG00000164176	EDIL3	High
ENSG00000164172	MOCS2	Medium
ENSG00000164171	ITGA2	Medium
ENSG00000164168	TMEM184C	High
ENSG00000164167	LSM6	Medium
ENSG00000164163	ABCE1	High
ENSG00000164162	ANAPC10	Low
ENSG00000164144	ARFIP1	Medium
ENSG00000164142	FHIP1A	Low
ENSG00000164136	IL15	Medium
ENSG00000164134	NAA15	Medium
ENSG00000164118	CEP44	High
ENSG00000164111	ANXA5	Low
ENSG00000164107	HAND2	Medium
ENSG00000164106	SCRG1	High
ENSG00000164105	SAP30	Medium
ENSG00000164104	HMGB2	Low
ENSG00000164096	C4orf3	High
ENSG00000164089	ETNPPL	High
ENSG00000164087	POC1A	Medium
ENSG00000164086	DUSP7	High
ENSG00000164082	GRM2	Medium
ENSG00000164080	RAD54L2	Low
ENSG00000164078	MST1R	Medium
ENSG00000164076	CAMKV	Medium
ENSG00000164074	ABHD18	High
ENSG00000164073	MFSD8	High
ENSG00000164070	HSPA4L	Medium
ENSG00000164068	RNF123	High
ENSG00000164066	INTU	High
ENSG00000164062	APEH	Medium
ENSG00000164061	BSN	Medium
ENSG00000164056	SPRY1	Medium
ENSG00000164054	SHISA5	High
ENSG00000164053	ATRIP	High
ENSG00000164051	CCDC51	High
ENSG00000164050	PLXNB1	Medium
ENSG00000164040	PGRMC2	Low
ENSG00000164039	BDH2	High
ENSG00000164035	EMCN	High
ENSG00000164032	H2AZ1	High
ENSG00000164031	DNAJB14	High
ENSG00000164024	METAP1	Medium
ENSG00000164023	SGMS2	High
ENSG00000164022	AIMP1	High
ENSG00000164011	ZNF691	Low
ENSG00000163993	S100P	Low
ENSG00000163975	MELTF	Low
ENSG00000163960	UBXN7	Medium
ENSG00000163956	LRPAP1	High
ENSG00000163950	SLBP	High
ENSG00000163945	UVSSA	Medium
ENSG00000163938	GNL3	High
ENSG00000163933	RFT1	High
ENSG00000163932	PRKCD	Medium
ENSG00000163931	TKT	High
ENSG00000163930	BAP1	Low
ENSG00000163918	RFC4	Medium
ENSG00000163909	HEYL	High
ENSG00000163904	SENP2	High
ENSG00000163902	RPN1	Medium
ENSG00000163888	CAMK2N2	Medium
ENSG00000163882	POLR2H	Medium
ENSG00000163877	SNIP1	High
ENSG00000163870	TPRA1	Medium
ENSG00000163867	ZMYM6	High
ENSG00000163866	SMIM12	High
ENSG00000163864	NMNAT3	High
ENSG00000163848	ZNF148	Medium
ENSG00000163814	CDCP1	Low
ENSG00000163812	ZDHHC3	High
ENSG00000163808	KIF15	Low
ENSG00000163807	KIAA1143	Medium
ENSG00000163798	SLC4A1AP	Medium
ENSG00000163794	UCN	Medium
ENSG00000163785	RYK	High
ENSG00000163781	TOPBP1	High
ENSG00000163755	HPS3	Medium
ENSG00000163754	GYG1	Medium
ENSG00000163743	RCHY1	Low
ENSG00000163736	PPBP	Low
ENSG00000163735	CXCL5	Medium
ENSG00000163719	MTMR14	Medium
ENSG00000163714	U2SURP	High
ENSG00000163704	PRRT3	High
ENSG00000163702	IL17RC	Medium
ENSG00000163697	APBB2	Medium
ENSG00000163694	RBM47	Medium
ENSG00000163682	RPL9	High
ENSG00000163681	SLMAP	Medium
ENSG00000163673	DCLK3	Medium
ENSG00000163666	HESX1	High
ENSG00000163661	PTX3	Low
ENSG00000163644	PPM1K	Medium
ENSG00000163638	ADAMTS9	Low
ENSG00000163634	THOC7	Medium
ENSG00000163630	SYNPR	High
ENSG00000163629	PTPN13	High
ENSG00000163626	COX18	Medium
ENSG00000163625	WDFY3	Low
ENSG00000163624	CDS1	High
ENSG00000163618	CADPS	High
ENSG00000163617	CCDC191	Medium
ENSG00000163611	SPICE1	Medium
ENSG00000163607	GTPBP8	High
ENSG00000163605	PPP4R2	Medium
ENSG00000163596	ICA1L	High
ENSG00000163590	PPM1L	High
ENSG00000163577	EIF5A2	High
ENSG00000163565	IFI16	Medium
ENSG00000163558	PRKCI	Medium
ENSG00000163541	SUCLG1	High
ENSG00000163536	SERPINI1	High
ENSG00000163531	NFASC	High
ENSG00000163527	STT3B	Medium
ENSG00000163520	FBLN2	Medium
ENSG00000163516	ANKZF1	High
ENSG00000163512	AZI2	Medium
ENSG00000163510	CWC22	High
ENSG00000163507	CIP2A	High
ENSG00000163482	STK36	High
ENSG00000163468	CCT3	High
ENSG00000163466	ARPC2	High
ENSG00000163462	TRIM46	High
ENSG00000163449	TMEM169	High
ENSG00000163431	LMOD1	Medium
ENSG00000163412	EIF4E3	Low
ENSG00000163399	ATP1A1	High
ENSG00000163382	NAXE	Medium
ENSG00000163378	EOGT	High
ENSG00000163376	KBTBD8	Medium
ENSG00000163359	COL6A3	Low
ENSG00000163349	HIPK1	Medium
ENSG00000163348	PYGO2	Medium
ENSG00000163346	PBXIP1	Medium
ENSG00000163344	PMVK	Medium
ENSG00000163331	DAPL1	Low
ENSG00000163328	GPR155	High
ENSG00000163320	CGGBP1	High
ENSG00000163319	MRPS18C	Low
ENSG00000163312	HELQ	Medium
ENSG00000163285	GABRG1	Medium
ENSG00000163251	FZD5	Medium
ENSG00000163249	CCNYL1	Medium
ENSG00000163235	TGFA	Medium
ENSG00000163191	S100A11	High
ENSG00000163171	CDC42EP3	High
ENSG00000163166	IWS1	Medium
ENSG00000163162	RNF149	High
ENSG00000163161	ERCC3	High
ENSG00000163131	CTSS	High
ENSG00000163125	RPRD2	Low
ENSG00000163110	PDLIM5	Low
ENSG00000163104	SMARCAD1	High
ENSG00000163072	NOSTRIN	High
ENSG00000163041	H3-3A	High
ENSG00000163026	WDCP	Medium
ENSG00000163006	CCDC138	Low
ENSG00000163002	NUP35	Medium
ENSG00000163001	CFAP36	Medium
ENSG00000162999	DUSP19	Low
ENSG00000162992	NEUROD1	Medium
ENSG00000162980	ARL5A	Medium
ENSG00000162975	KCNF1	High
ENSG00000162972	MAIP1	High
ENSG00000162961	DPY30	Medium
ENSG00000162959	MEMO1	Medium
ENSG00000162951	LRRTM1	Medium
ENSG00000162944	RFTN2	High
ENSG00000162931	TRIM17	Medium
ENSG00000162929	SANBR	Medium
ENSG00000162928	PEX13	High
ENSG00000162927	PUS10	Medium
ENSG00000162923	WDR26	Medium
ENSG00000162910	MRPL55	Medium
ENSG00000162909	CAPN2	Medium
ENSG00000162894	FCMR	Medium
ENSG00000162889	MAPKAPK2	Medium
ENSG00000162885	B3GALNT2	Medium
ENSG00000162881	OXER1	Medium
ENSG00000162869	PPP1R21	High
ENSG00000162852	CNST	Medium
ENSG00000162851	TFB2M	Low
ENSG00000162849	KIF26B	Medium
ENSG00000162813	BPNT1	Medium
ENSG00000162783	IER5	High
ENSG00000162777	DENND2D	Medium
ENSG00000162775	RBM15	High
ENSG00000162772	ATF3	Medium
ENSG00000162769	FLVCR1	Medium
ENSG00000162745	OLFML2B	High
ENSG00000162736	NCSTN	Medium
ENSG00000162735	PEX19	High
ENSG00000162734	PEA15	High
ENSG00000162729	IGSF8	Medium
ENSG00000162728	KCNJ9	Medium
ENSG00000162706	CADM3	High
ENSG00000162704	ARPC5	Medium
ENSG00000162694	EXTL2	High
ENSG00000162664	ZNF326	High
ENSG00000162654	GBP4	Medium
ENSG00000162645	GBP2	High
ENSG00000162643	DNAI3	Low
ENSG00000162642	C1orf52	Medium
ENSG00000162627	SNX7	Medium
ENSG00000162623	TYW3	Medium
ENSG00000162616	DNAJB4	Medium
ENSG00000162614	NEXN	Medium
ENSG00000162613	FUBP1	High
ENSG00000162607	USP1	Medium
ENSG00000162604	TM2D1	Low
ENSG00000162601	MYSM1	Medium
ENSG00000162600	OMA1	Low
ENSG00000162599	NFIA	High
ENSG00000162595	DIRAS3	Low
ENSG00000162572	SCNN1D	Low
ENSG00000162551	ALPL	Medium
ENSG00000162545	CAMK2N1	Medium
ENSG00000162522	KIAA1522	Medium
ENSG00000162521	RBBP4	High
ENSG00000162520	SYNC	High
ENSG00000162512	SDC3	Medium
ENSG00000162511	LAPTM5	Medium
ENSG00000162496	DHRS3	High
ENSG00000162493	PDPN	Low
ENSG00000162458	FBLIM1	Low
ENSG00000162444	RBP7	Medium
ENSG00000162441	LZIC	Medium
ENSG00000162437	RAVER2	Medium
ENSG00000162434	JAK1	Medium
ENSG00000162433	AK4	Medium
ENSG00000162430	SELENON	Medium
ENSG00000162426	SLC45A1	High
ENSG00000162419	GMEB1	High
ENSG00000162409	PRKAA2	Medium
ENSG00000162407	PLPP3	High
ENSG00000162402	USP24	Medium
ENSG00000162390	ACOT11	Low
ENSG00000162385	MAGOH	High
ENSG00000162377	COA7	Medium
ENSG00000162374	ELAVL4	High
ENSG00000162368	CMPK1	Medium
ENSG00000162344	FGF19	High
ENSG00000162341	TPCN2	Medium
ENSG00000162337	LRP5	Medium
ENSG00000162302	RPS6KA4	High
ENSG00000162300	ZFPL1	Medium
ENSG00000162298	SYVN1	High
ENSG00000162244	RPL29	High
ENSG00000162231	NXF1	High
ENSG00000162227	TAF6L	Medium
ENSG00000162222	TTC9C	Medium
ENSG00000162191	UBXN1	Medium
ENSG00000162174	ASRGL1	High
ENSG00000162139	NEU3	Medium
ENSG00000162129	CLPB	Medium
ENSG00000162105	SHANK2	Medium
ENSG00000162104	ADCY9	Medium
ENSG00000162069	BICDL2	Medium
ENSG00000162062	TEDC2	Low
ENSG00000161996	WDR90	High
ENSG00000161980	POLR3K	High
ENSG00000161970	RPL26	High
ENSG00000161956	SENP3	Medium
ENSG00000161904	LEMD2	Medium
ENSG00000161847	RAVER1	Low
ENSG00000161835	TAMALIN	Medium
ENSG00000161813	LARP4	Medium
ENSG00000161714	PLCD3	High
ENSG00000161692	DBF4B	Medium
ENSG00000161671	EMC10	Medium
ENSG00000161664	ASB16	Medium
ENSG00000161654	LSM12	High
ENSG00000161618	ALDH16A1	Low
ENSG00000161610	HCRT	Medium
ENSG00000161609	KASH5	High
ENSG00000161558	TMEM143	High
ENSG00000161547	SRSF2	High
ENSG00000161544	CYGB	Medium
ENSG00000161533	ACOX1	Medium
ENSG00000161526	SAP30BP	High
ENSG00000161395	PGAP3	High
ENSG00000161381	PLXDC1	Medium
ENSG00000161328	LRRC56	Low
ENSG00000161298	ZNF382	High
ENSG00000161277	THAP8	Medium
ENSG00000161267	BDH1	High
ENSG00000161265	U2AF1L4	High
ENSG00000161243	FBXO27	Medium
ENSG00000161217	PCYT1A	High
ENSG00000161204	ABCF3	High
ENSG00000161202	DVL3	High
ENSG00000161082	CELF5	High
ENSG00000161057	PSMC2	High
ENSG00000161048	NAPEPLD	Medium
ENSG00000161021	MAML1	High
ENSG00000161016	RPL8	High
ENSG00000161011	SQSTM1	Low
ENSG00000160993	ALKBH4	High
ENSG00000160957	RECQL4	Medium
ENSG00000160948	VPS28	High
ENSG00000160908	ZNF394	Low
ENSG00000160877	NACC1	High
ENSG00000160818	GPATCH4	High
ENSG00000160813	PPP1R35	High
ENSG00000160803	UBQLN4	Medium
ENSG00000160799	CCDC12	Medium
ENSG00000160789	LMNA	High
ENSG00000160753	RUSC1	Medium
ENSG00000160752	FDPS	Medium
ENSG00000160746	ANO10	High
ENSG00000160741	CRTC2	Medium
ENSG00000160714	UBE2Q1	High
ENSG00000160710	ADAR	High
ENSG00000160703	NLRX1	Low
ENSG00000160695	VPS11	High
ENSG00000160691	SHC1	Medium
ENSG00000160688	FLAD1	High
ENSG00000160685	ZBTB7B	High
ENSG00000160683	CXCR5	Medium
ENSG00000160679	CHTOP	High
ENSG00000160678	S100A1	High
ENSG00000160633	SAFB	High
ENSG00000160606	TLCD1	Medium
ENSG00000160602	NEK8	Medium
ENSG00000160593	JAML	Medium
ENSG00000160584	SIK3	High
ENSG00000160563	MED27	Medium
ENSG00000160551	TAOK1	High
ENSG00000160469	BRSK1	High
ENSG00000160460	SPTBN4	High
ENSG00000160408	ST6GALNAC6	Medium
ENSG00000160392	C19orf47	Medium
ENSG00000160360	GPSM1	Medium
ENSG00000160307	S100B	High
ENSG00000160299	PCNT	Medium
ENSG00000160294	MCM3AP	High
ENSG00000160285	LSS	Medium
ENSG00000160271	RALGDS	Medium
ENSG00000160256	SLX9	High
ENSG00000160255	ITGB2	High
ENSG00000160226	CFAP410	High
ENSG00000160223	ICOSLG	High
ENSG00000160221	GATD3	High
ENSG00000160219	GAB3	Medium
ENSG00000160214	RRP1	High
ENSG00000160211	G6PD	Low
ENSG00000160209	PDXK	High
ENSG00000160208	RRP1B	High
ENSG00000160207	HSF2BP	Medium
ENSG00000160201	U2AF1	High
ENSG00000160200	CBS	Medium
ENSG00000160199	PKNOX1	Low
ENSG00000160194	NDUFV3	High
ENSG00000160191	PDE9A	Medium
ENSG00000160190	SLC37A1	High
ENSG00000160188	RSPH1	Low
ENSG00000160179	ABCG1	Medium
ENSG00000160145	KALRN	Medium
ENSG00000160124	MIX23	High
ENSG00000160075	SSU72	Medium
ENSG00000160072	ATAD3B	High
ENSG00000160062	ZBTB8A	Medium
ENSG00000160058	BSDC1	Low
ENSG00000160051	IQCC	Medium
ENSG00000160049	DFFA	Medium
ENSG00000160014	CALM3	Medium
ENSG00000160007	ARHGAP35	High
ENSG00000159921	GNE	Medium
ENSG00000159885	ZNF222	Low
ENSG00000159871	LYPD5	High
ENSG00000159842	ABR	High
ENSG00000159840	ZYX	Low
ENSG00000159792	PSKH1	High
ENSG00000159753	CARMIL2	Low
ENSG00000159733	ZFYVE28	Medium
ENSG00000159723	AGRP	High
ENSG00000159713	TPPP3	Medium
ENSG00000159692	CTBP1	Medium
ENSG00000159685	CHCHD6	High
ENSG00000159674	SPON2	Low
ENSG00000159658	EFCAB14	High
ENSG00000159593	NAE1	High
ENSG00000159592	GPBP1L1	High
ENSG00000159579	RSPRY1	Medium
ENSG00000159479	MED8	Medium
ENSG00000159461	AMFR	High
ENSG00000159459	UBR1	High
ENSG00000159423	ALDH4A1	High
ENSG00000159399	HK2	Medium
ENSG00000159377	PSMB4	Medium
ENSG00000159363	ATP13A2	High
ENSG00000159352	PSMD4	High
ENSG00000159348	CYB5R1	Medium
ENSG00000159335	PTMS	High
ENSG00000159322	ADPGK	Medium
ENSG00000159267	HLCS	Medium
ENSG00000159263	SIM2	High
ENSG00000159256	MORC3	High
ENSG00000159228	CBR1	High
ENSG00000159216	RUNX1	Low
ENSG00000159212	CLIC6	Medium
ENSG00000159210	SNF8	Medium
ENSG00000159208	CIART	Low
ENSG00000159202	UBE2Z	High
ENSG00000159200	RCAN1	High
ENSG00000159189	C1QC	Low
ENSG00000159164	SV2A	High
ENSG00000159140	SON	High
ENSG00000159131	GART	Medium
ENSG00000159128	IFNGR2	Medium
ENSG00000159111	MRPL10	High
ENSG00000159086	PAXBP1	High
ENSG00000159082	SYNJ1	High
ENSG00000159079	CFAP298	Low
ENSG00000159069	FBXW5	Low
ENSG00000159063	ALG8	High
ENSG00000159055	MIS18A	Low
ENSG00000158987	RAPGEF6	Medium
ENSG00000158985	CDC42SE2	Medium
ENSG00000158941	CCAR2	High
ENSG00000158882	TOMM40L	Low
ENSG00000158869	FCER1G	High
ENSG00000158864	NDUFS2	High
ENSG00000158863	FHIP2B	High
ENSG00000158850	B4GALT3	Medium
ENSG00000158828	PINK1	Medium
ENSG00000158806	NPM2	High
ENSG00000158796	DEDD	High
ENSG00000158793	NIT1	High
ENSG00000158773	USF1	Medium
ENSG00000158769	F11R	Medium
ENSG00000158716	DUSP23	Medium
ENSG00000158710	TAGLN2	Low
ENSG00000158691	ZSCAN12	Medium
ENSG00000158669	GPAT4	Medium
ENSG00000158636	EMSY	High
ENSG00000158623	COPG2	High
ENSG00000158604	TMED4	High
ENSG00000158560	DYNC1I1	High
ENSG00000158545	ZC3H18	High
ENSG00000158528	PPP1R9A	High
ENSG00000158526	TSR2	Medium
ENSG00000158485	CD1B	Medium
ENSG00000158473	CD1D	Low
ENSG00000158458	NRG2	Low
ENSG00000158457	TSPAN33	Low
ENSG00000158445	KCNB1	High
ENSG00000158435	CNOT11	Medium
ENSG00000158417	EIF5B	High
ENSG00000158411	MITD1	Medium
ENSG00000158406	H4C8	High
ENSG00000158402	CDC25C	High
ENSG00000158373	H2BC5	High
ENSG00000158321	AUTS2	Medium
ENSG00000158315	RHBDL2	Medium
ENSG00000158301	GPRASP2	High
ENSG00000158292	GPR153	Low
ENSG00000158290	CUL4B	Medium
ENSG00000158270	COLEC12	Medium
ENSG00000158258	CLSTN2	High
ENSG00000158234	FAIM	Medium
ENSG00000158220	ESYT3	Low
ENSG00000158201	ABHD3	Medium
ENSG00000158195	WASF2	High
ENSG00000158186	MRAS	Medium
ENSG00000158169	FANCC	Medium
ENSG00000158163	DZIP1L	Medium
ENSG00000158158	CNNM4	High
ENSG00000158122	PRXL2C	High
ENSG00000158106	RHPN1	Medium
ENSG00000158092	NCK1	Medium
ENSG00000158079	PTPDC1	Medium
ENSG00000158062	UBXN11	Medium
ENSG00000158055	GRHL3	Medium
ENSG00000158023	CFAP251	Medium
ENSG00000158019	BABAM2	Medium
ENSG00000158006	PAFAH2	High
ENSG00000157992	KRTCAP3	Low
ENSG00000157933	SKI	High
ENSG00000157927	RADIL	Low
ENSG00000157916	RER1	High
ENSG00000157911	PEX10	High
ENSG00000157870	PRXL2B	High
ENSG00000157869	RAB28	Medium
ENSG00000157851	DPYSL5	High
ENSG00000157827	FMNL2	Medium
ENSG00000157796	WDR19	Medium
ENSG00000157778	PSMG3	Medium
ENSG00000157764	BRAF	High
ENSG00000157693	TMEM268	High
ENSG00000157637	SLC38A10	Medium
ENSG00000157625	TAB3	Medium
ENSG00000157617	C2CD2	Medium
ENSG00000157613	CREB3L1	Medium
ENSG00000157601	MX1	High
ENSG00000157600	TMEM164	High
ENSG00000157593	SLC35B2	Medium
ENSG00000157554	ERG	High
ENSG00000157551	KCNJ15	Low
ENSG00000157540	DYRK1A	Medium
ENSG00000157538	VPS26C	Medium
ENSG00000157514	TSC22D3	Medium
ENSG00000157502	PWWP3B	Low
ENSG00000157500	APPL1	Medium
ENSG00000157483	MYO1E	Medium
ENSG00000157470	FAM81A	High
ENSG00000157456	CCNB2	Low
ENSG00000157450	RNF111	Medium
ENSG00000157429	ZNF19	Medium
ENSG00000157426	AASDH	High
ENSG00000157404	KIT	High
ENSG00000157379	DHRS1	Medium
ENSG00000157353	FCSK	Medium
ENSG00000157350	ST3GAL2	High
ENSG00000157349	DDX19B	Medium
ENSG00000157315	TMED6	Low
ENSG00000157240	FZD1	Medium
ENSG00000157227	MMP14	Medium
ENSG00000157224	CLDN12	Medium
ENSG00000157219	HTR5A	Medium
ENSG00000157212	PAXIP1	High
ENSG00000157191	NECAP2	Medium
ENSG00000157184	CPT2	Medium
ENSG00000157111	TMEM171	Low
ENSG00000157107	FCHO2	High
ENSG00000157106	SMG1	High
ENSG00000157103	SLC6A1	High
ENSG00000157087	ATP2B2	High
ENSG00000157077	ZFYVE9	High
ENSG00000157064	NMNAT2	Medium
ENSG00000157036	EXOG	High
ENSG00000157020	SEC13	Medium
ENSG00000157014	TATDN2	High
ENSG00000157005	SST	High
ENSG00000156983	BRPF1	Medium
ENSG00000156968	MPV17L	High
ENSG00000156928	MALSU1	Medium
ENSG00000156875	MFSD14A	High
ENSG00000156869	FRRS1	Medium
ENSG00000156860	FBRS	Low
ENSG00000156853	ZNF689	Medium
ENSG00000156831	NSMCE2	High
ENSG00000156795	NTAQ1	Medium
ENSG00000156787	TBC1D31	Medium
ENSG00000156735	BAG4	Medium
ENSG00000156711	MAPK13	Medium
ENSG00000156709	AIFM1	Low
ENSG00000156675	RAB11FIP1	Medium
ENSG00000156650	KAT6B	High
ENSG00000156642	NPTN	High
ENSG00000156639	ZFAND3	Medium
ENSG00000156599	ZDHHC5	High
ENSG00000156587	UBE2L6	Low
ENSG00000156564	LRFN2	Medium
ENSG00000156531	PHF6	High
ENSG00000156521	TYSND1	High
ENSG00000156515	HK1	High
ENSG00000156510	HKDC1	Medium
ENSG00000156508	EEF1A1	High
ENSG00000156504	PABIR2	Medium
ENSG00000156502	SUPV3L1	High
ENSG00000156500	PABIR3	Low
ENSG00000156482	RPL30	High
ENSG00000156475	PPP2R2B	High
ENSG00000156467	UQCRB	High
ENSG00000156453	PCDH1	Medium
ENSG00000156413	FUT6	Low
ENSG00000156411	ATP5MJ	High
ENSG00000156345	CDK20	Medium
ENSG00000156313	RPGR	Medium
ENSG00000156304	SCAF4	High
ENSG00000156299	TIAM1	High
ENSG00000156298	TSPAN7	Medium
ENSG00000156261	CCT8	High
ENSG00000156256	USP16	High
ENSG00000156232	WHAMM	Medium
ENSG00000156206	CFAP161	Low
ENSG00000156172	CFAP418	Medium
ENSG00000156171	DRAM2	High
ENSG00000156170	NDUFAF6	Medium
ENSG00000156162	DPY19L4	Low
ENSG00000156127	BATF	Low
ENSG00000156113	KCNMA1	Medium
ENSG00000156110	ADK	Medium
ENSG00000156097	GPR61	Low
ENSG00000156050	FAM161B	High
ENSG00000156049	GNA14	Medium
ENSG00000156030	MIDEAS	Medium
ENSG00000156026	MCU	High
ENSG00000156011	PSD3	High
ENSG00000155980	KIF5A	Medium
ENSG00000155975	VPS37A	Medium
ENSG00000155966	AFF2	Medium
ENSG00000155961	RAB39B	High
ENSG00000155959	VBP1	High
ENSG00000155926	SLA	Low
ENSG00000155906	RMND1	High
ENSG00000155903	RASA2	Medium
ENSG00000155897	ADCY8	Medium
ENSG00000155876	RRAGA	Medium
ENSG00000155827	RNF20	High
ENSG00000155792	DEPTOR	Medium
ENSG00000155760	FZD7	High
ENSG00000155755	TMEM237	Low
ENSG00000155729	KCTD18	High
ENSG00000155666	KDM8	High
ENSG00000155660	PDIA4	High
ENSG00000155659	VSIG4	Low
ENSG00000155636	RBM45	High
ENSG00000155621	C9orf85	Medium
ENSG00000155511	GRIA1	Medium
ENSG00000155508	CNOT8	High
ENSG00000155506	LARP1	High
ENSG00000155465	SLC7A7	Low
ENSG00000155463	OXA1L	Medium
ENSG00000155438	NIFK	High
ENSG00000155380	SLC16A1	High
ENSG00000155368	DBI	High
ENSG00000155329	ZCCHC10	Medium
ENSG00000155324	GRAMD2B	Low
ENSG00000155313	USP25	High
ENSG00000155307	SAMSN1	Medium
ENSG00000155304	HSPA13	Medium
ENSG00000155256	ZFYVE27	High
ENSG00000155252	PI4K2A	Medium
ENSG00000155229	MMS19	Medium
ENSG00000155189	AGPAT5	Medium
ENSG00000155115	GTF3C6	High
ENSG00000155111	CDK19	Medium
ENSG00000155100	OTUD6B	Medium
ENSG00000155099	PIP4P2	High
ENSG00000155097	ATP6V1C1	Medium
ENSG00000155096	AZIN1	Medium
ENSG00000155093	PTPRN2	Medium
ENSG00000155085	AK9	High
ENSG00000155008	APOOL	Medium
ENSG00000154975	CA10	Medium
ENSG00000154930	ACSS1	Medium
ENSG00000154928	EPHB1	Medium
ENSG00000154920	EME1	High
ENSG00000154864	PIEZO2	Medium
ENSG00000154839	SKA1	Medium
ENSG00000154832	CXXC1	Medium
ENSG00000154822	PLCL2	High
ENSG00000154814	OXNAD1	Medium
ENSG00000154803	FLCN	Medium
ENSG00000154781	CCDC174	High
ENSG00000154767	XPC	Medium
ENSG00000154743	TSEN2	Medium
ENSG00000154736	ADAMTS5	Low
ENSG00000154727	GABPA	Medium
ENSG00000154723	ATP5PF	High
ENSG00000154719	MRPL39	Low
ENSG00000154655	L3MBTL4	Medium
ENSG00000154654	NCAM2	Medium
ENSG00000154642	C21orf91	High
ENSG00000154640	BTG3	Medium
ENSG00000154639	CXADR	Medium
ENSG00000154553	PDLIM3	High
ENSG00000154511	DIPK1A	High
ENSG00000154478	GPR26	Medium
ENSG00000154473	BUB3	Medium
ENSG00000154451	GBP5	Low
ENSG00000154447	SH3RF1	High
ENSG00000154429	CCSAP	High
ENSG00000154380	ENAH	High
ENSG00000154370	TRIM11	Medium
ENSG00000154358	OBSCN	Medium
ENSG00000154330	PGM5	Low
ENSG00000154319	FAM167A	Medium
ENSG00000154310	TNIK	Medium
ENSG00000154305	MIA3	High
ENSG00000154277	UCHL1	High
ENSG00000154265	ABCA5	High
ENSG00000154229	PRKCA	High
ENSG00000154227	CERS3	Low
ENSG00000154174	TOMM70	High
ENSG00000154165	GPR15	Low
ENSG00000154146	NRGN	High
ENSG00000154127	UBASH3B	High
ENSG00000154114	TBCEL	Medium
ENSG00000154096	THY1	Medium
ENSG00000154079	SDHAF4	High
ENSG00000154059	IMPACT	Medium
ENSG00000154027	AK5	High
ENSG00000154001	PPP2R5E	Medium
ENSG00000153989	NUS1	Medium
ENSG00000153956	CACNA2D1	Medium
ENSG00000153944	MSI2	High
ENSG00000153936	HS2ST1	High
ENSG00000153933	DGKE	Medium
ENSG00000153922	CHD1	Medium
ENSG00000153914	SREK1	High
ENSG00000153904	DDAH1	High
ENSG00000153902	LGI4	Low
ENSG00000153879	CEBPG	High
ENSG00000153827	TRIP12	Medium
ENSG00000153823	PID1	Medium
ENSG00000153822	KCNJ16	Medium
ENSG00000153820	SPHKAP	High
ENSG00000153815	CMIP	Medium
ENSG00000153814	JAZF1	High
ENSG00000153774	CFDP1	Medium
ENSG00000153767	GTF2E1	High
ENSG00000153721	CNKSR3	High
ENSG00000153574	RPIA	Low
ENSG00000153558	FBXL2	Medium
ENSG00000153487	ING1	Medium
ENSG00000153443	UBALD1	Medium
ENSG00000153395	LPCAT1	Medium
ENSG00000153391	INO80C	Medium
ENSG00000153339	TRAPPC8	Medium
ENSG00000153317	ASAP1	Medium
ENSG00000153310	CYRIB	High
ENSG00000153214	TMEM87B	Medium
